sueldo_id,empleado_id,periodo,monto,moneda,tipo
S003005,E1107,01/01/2024,4828.45,USD,normal
S003006,E1107,01/02/2024,4908.08,USD,normal
S003007,E1107,2024-03-01,5169.87,USD,normal
S003008,E1107,2024-04-01,$5221.23,USD,normal
S003009,E1107,2024/05/01,5070.78,USD,normal
S003010,E1107,2024-06-01,5253.51,USD,normal
S003011,E1107,2024-07-01,5108.79,USD,normal
S003012,E1107,2024/08/01,3677.81,USD,bonus
S003013,E1107,2024/09/01,4883.92,USD,normal
S003014,E1107,2024/10/01,5223.37,USD,normal
S003015,E1107,01/11/2024,5244.37,USD,normal
S003016,E1107,2024/12/01,4926.77,USD,normal
S003017,E1107,Jan 2025,5538.72,USD,normal
S003018,E1107,01/02/2025,5476.27,USD,normal
S003019,E1107,01/03/2025,5930.88,USD,normal
S003020,E1107,2025/04/01,5544.46,USD,normal
S003021,E1107,2025-05-01,5722.61,USD,normal
S003022,E1107,2025-06-01,5789.72,USD,normal
S003023,E1107,2025/07/01,5739.9,USD,normal
S003024,E1107,2025-08-01,5770.44,USD,normal
S003025,E1107,01/09/2025,5748.54,USD,normal
S003026,E1107,2025/10/01,5561.79,USD,normal
S003027,E1107,Nov 2025,6026.61,USD,normal
S003028,E1107,2025/12/01,5552.3,USD,ajuste
S003029,E1108,01/12/2024,5121.1,USD,normal
S003030,E1108,Jan 2025,5283.23,USD,normal
S003031,E1108,2025-02-01,5597.41,USD,normal
S003032,E1108,2025-03-01,4620.83,USD,bonus
S003033,E1108,01/04/2025,5201.56,USD,normal
S003034,E1108,01/05/2025,5213.28,USD,normal
S003035,E1108,2025-06-01,5635.29,USD,normal
S003036,E1108,01/07/2025,5552.34,USD,normal
S003037,E1108,2025/08/01,5352.61,USD,normal
S003038,E1108,01/09/2025,5318.72,USD,normal
S003039,E1108,2025-10-01,5347.6,USD,normal
S003040,E1108,01/11/2025,5502.06,USD,normal
S003041,E1108,2025-12-01,5571.85,USD,normal
S003042,E1109,01/01/2023,5038.43,USD,normal
S003043,E1109,Feb 2023,5394.71,USD,normal
S003044,E1109,01/03/2023,5251.44,USD,normal
S003045,E1109,2023/04/01,4984.57,USD,normal
S003046,E1109,2023/05/01,5394.34,USD,normal
S003047,E1109,2023/06/01,5155.29,USD,normal
S003048,E1109,Jul 2023,5160.8,USD,normal
S003049,E1109,Aug 2023,5363.97,USD,normal
S003050,E1109,Sep 2023,5466.46,USD,normal
S003051,E1109,2023-10-01,5172.85,USD,normal
S003052,E1109,01/11/2023,5054.42,USD,normal
S003053,E1109,01/12/2023,5001.57,USD,normal
S003054,E1109,Jan 2024,6099.03,USD,normal
S003055,E1109,2024-02-01,6165.33,USD,normal
S003056,E1109,2024-03-01,6225.03,USD,ajuste
S003057,E1109,Apr 2024,5801.94,USD,normal
S003058,E1109,2024/05/01,5998.98,USD,normal
S003059,E1109,01/06/2024,5801.53,USD,normal
S003060,E1109,01/07/2024,5933.48,USD,normal
S003061,E1109,01/08/2024,5799.4,USD,normal
S003062,E1109,01/09/2024,6140.77,USD,normal
S003063,E1109,2024/10/01,6057.1,USD,normal
S003064,E1109,2024/11/01,5879.19,USD,normal
S003065,E1109,2024/12/01,6061.08,USD,normal
S003066,E1109,Jan 2025,6989.59,USD,normal
S003067,E1109,01/02/2025,6676.01,USD,normal
S003068,E1109,Mar 2025,6768.79,USD,normal
S003069,E1109,2025-04-01,6789.56,USD,normal
S003070,E1109,May 2025,6568.48,USD,normal
S003071,E1109,Jun 2025,6837.01,USD,normal
S003072,E1109,01/07/2025,6719.18,USD,normal
S003073,E1109,2025/08/01,6717.81,USD,normal
S003074,E1109,Sep 2025,6755.9,USD,normal
S003075,E1109,Oct 2025,7118.43,USD,normal
S003076,E1109,Nov 2025,6484.01,USD,normal
S003077,E1109,2025/12/01,7057.32,USD,normal
S003078,E1110,2023-01-01,3712.82,USD,normal
S003079,E1110,2023-02-01,3618.17,USD,normal
S003080,E1110,2023-03-01,3645.88,USD,normal
S003081,E1110,2023-04-01,3512.48,USD,normal
S003082,E1110,May 2023,3784.68,USD,normal
S003083,E1110,01/06/2023,3690.86,USD,normal
S003084,E1110,2023/07/01,3546.18,USD,normal
S003085,E1110,2023-08-01,3511.24,USD,normal
S003086,E1110,01/09/2023,3721.39,USD,normal
S003087,E1110,2023/10/01,3661.56,USD,normal
S003088,E1110,Nov 2023,3453.03,USD,normal
S003089,E1110,Dec 2023,3729.1,USD,normal
S003090,E1110,Jan 2024,4002.09,USD,normal
S003091,E1110,01/02/2024,3660.05,USD,ajuste
S003092,E1110,01/03/2024,3671.31,USD,normal
S003093,E1110,Apr 2024,1969.79,USD,bonus
S003094,E1110,01/05/2024,3941.33,USD,normal
S003095,E1110,01/06/2024,3679.42,USD,normal
S003096,E1110,Jul 2024,3884.98,USD,normal
S003097,E1110,2024-08-01,3994.0,USD,normal
S003098,E1110,01/09/2024,3974.6,USD,normal
S003099,E1110,01/10/2024,3633.14,USD,bonus
S003100,E1110,2024/11/01,3912.15,USD,normal
S003101,E1110,01/12/2024,A confirmar,USD,normal
S003102,E1110,01/01/2025,4293.18,USD,normal
S003103,E1110,Feb 2025,4180.87,USD,normal
S003104,E1110,2025/03/01,4021.72,USD,normal
S003105,E1110,2025-04-01,4332.95,USD,normal
S003106,E1110,2025-05-01,4085.3,USD,normal
S003107,E1110,01/06/2025,4043.13,USD,normal
S003108,E1110,2025-07-01,4406.23,USD,normal
S003109,E1110,Aug 2025,4266.55,USD,normal
S003110,E1110,2025/09/01,4085.47,USD,normal
S003111,E1110,01/10/2025,4409.58,USD,normal
S003112,E1110,2025-11-01,4069.08,USD,normal
S003113,E1110,Dec 2025,4421.07,USD,normal
S003114,E1111,01/01/2023,3209.06,USD,normal
S003115,E1111,Feb 2023,3072.6,USD,normal
S003116,E1111,2023/03/01,3030.67,USD,normal
S003117,E1111,2023-04-01,2991.0,USD,normal
S003118,E1111,01/05/2023,A confirmar,USD,normal
S003119,E1111,Jun 2023,3026.58,USD,normal
S003120,E1111,2023-07-01,2959.52,USD,normal
S003121,E1111,Aug 2023,2973.14,USD,normal
S003122,E1111,Sep 2023,3102.61,USD,normal
S003123,E1111,Oct 2023,3103.43,USD,normal
S003124,E1111,2023-11-01,3246.73,USD,normal
S003125,E1111,Dec 2023,2977.71,USD,normal
S003126,E1111,2024/01/01,3501.47,USD,normal
S003127,E1111,Feb 2024,3491.36,USD,normal
S003128,E1111,2024-03-01,3583.13,USD,normal
S003129,E1111,2024/04/01,3306.41,USD,normal
S003130,E1111,01/05/2024,3408.08,USD,normal
S003131,E1111,2024/06/01,3630.19,USD,normal
S003132,E1111,2024/07/01,3313.86,USD,normal
S003133,E1111,2024-08-01,3469.38,USD,normal
S003134,E1111,2024/09/01,3453.39,USD,normal
S003135,E1111,2024/10/01,3412.15,USD,bonus
S003136,E1111,01/11/2024,3522.73,USD,normal
S003137,E1111,Dec 2024,3543.89,USD,normal
S003138,E1111,2025-01-01,3709.24,USD,normal
S003139,E1111,01/02/2025,3833.34,USD,normal
S003140,E1111,Mar 2025,3814.11,USD,normal
S003141,E1111,Apr 2025,3735.47,USD,normal
S003142,E1111,2025-05-01,A confirmar,USD,normal
S003143,E1111,2025/06/01,3804.72,USD,normal
S003144,E1111,Jul 2025,3780.2,USD,normal
S003145,E1111,2025-08-01,3927.08,USD,normal
S003146,E1111,2025-09-01,3753.81,USD,normal
S003147,E1111,Oct 2025,3684.85,USD,normal
S003148,E1111,Nov 2025,3871.98,USD,normal
S003149,E1111,Dec 2025,2098.59,USD,bonus
S003150,E1112,2023/01/01,3512.57,USD,normal
S003151,E1112,01/02/2023,3328.85,USD,normal
S003152,E1112,2023-03-01,3354.1,USD,normal
S003153,E1112,Apr 2023,3487.09,USD,normal
S003154,E1112,01/05/2023,3499.73,USD,normal
S003155,E1112,Jun 2023,3583.69,USD,normal
S003156,E1112,Jul 2023,3298.36,USD,normal
S003157,E1112,01/08/2023,3476.18,USD,normal
S003158,E1112,Sep 2023,3472.47,USD,normal
S003159,E1112,01/10/2023,3364.1,USD,normal
S003160,E1112,2023/11/01,3417.96,USD,normal
S003161,E1112,Dec 2023,3554.9,USD,normal
S003162,E1112,2024/01/01,4064.61,USD,ajuste
S003163,E1112,2024-02-01,3953.09,USD,normal
S003164,E1112,Mar 2024,3901.2,USD,normal
S003165,E1112,01/04/2024,3950.66,USD,normal
S003166,E1112,May 2024,3780.44,USD,normal
S003167,E1112,01/06/2024,3788.83,USD,normal
S003168,E1112,Jul 2024,4055.52,USD,normal
S003169,E1112,Aug 2024,4105.62,USD,normal
S003170,E1112,01/09/2024,3999.11,USD,normal
S003171,E1112,2024-10-01,3950.16,USD,normal
S003172,E1112,01/11/2024,4128.96,USD,normal
S003173,E1112,Dec 2024,3881.63,USD,normal
S003174,E1112,Jan 2025,4370.3,USD,normal
S003175,E1112,2025/02/01,4058.67,USD,normal
S003176,E1112,01/03/2025,4338.23,USD,normal
S003177,E1112,2025-04-01,A confirmar,USD,normal
S003178,E1112,2025/05/01,4167.68,USD,normal
S003179,E1112,2025-06-01,4144.84,USD,normal
S003180,E1112,01/07/2025,4251.6,USD,ajuste
S003181,E1112,01/08/2025,4380.65,USD,normal
S003182,E1112,2025/09/01,4386.1,USD,normal
S003183,E1112,Oct 2025,4395.01,USD,normal
S003184,E1112,Nov 2025,4203.61,USD,normal
S003185,E1112,Dec 2025,4234.16,USD,normal
S003186,E1113,01/01/2023,5079.15,USD,normal
S003187,E1113,01/02/2023,A confirmar,USD,ajuste
S003188,E1113,2023-03-01,4813.76,USD,normal
S003189,E1113,Apr 2023,4759.53,USD,normal
S003190,E1113,2023/05/01,4712.23,USD,normal
S003191,E1113,2023/06/01,4866.33,USD,normal
S003192,E1113,Jul 2023,5019.78,USD,normal
S003193,E1113,01/08/2023,4966.33,USD,normal
S003194,E1113,Sep 2023,4765.1,USD,normal
S003195,E1113,01/10/2023,4784.7,USD,normal
S003196,E1113,2023-11-01,5115.58,USD,normal
S003197,E1113,2023-12-01,2772.64,USD,bonus
S003198,E1113,Jan 2024,5724.19,USD,normal
S003199,E1113,2024/02/01,5747.35,USD,normal
S003200,E1113,2024-03-01,5363.78,USD,normal
S003201,E1113,2024/04/01,3472.31,USD,bonus
S003202,E1113,01/05/2024,5726.5,USD,normal
S003203,E1113,2024-06-01,5498.6,USD,normal
S003204,E1113,Jul 2024,5745.89,USD,normal
S003205,E1113,01/08/2024,5360.63,USD,normal
S003206,E1113,2024-09-01,5468.69,USD,normal
S003207,E1113,2024-10-01,5758.83,USD,normal
S003208,E1113,2024/11/01,5603.62,USD,normal
S003209,E1113,2024-12-01,5724.21,USD,normal
S003210,E1113,01/01/2025,5655.16,USD,normal
S003211,E1113,Feb 2025,6001.12,USD,normal
S003212,E1113,2025-03-01,6159.06,USD,normal
S003213,E1113,2025/04/01,5925.69,USD,normal
S003214,E1113,2025-05-01,5741.59,USD,normal
S003215,E1113,2025/06/01,5856.57,USD,normal
S003216,E1113,2025/07/01,6155.1,USD,normal
S003217,E1113,01/08/2025,6070.22,USD,normal
S003218,E1113,2025-09-01,6153.99,USD,normal
S003219,E1113,Oct 2025,A confirmar,USD,normal
S003220,E1113,2025-11-01,6110.84,USD,normal
S003221,E1113,Dec 2025,5934.74,USD,normal
S003222,E1114,01/01/2023,1812.65,USD,normal
S003223,E1115,2023/11/01,363884.84,ARS,normal
S003224,E1115,2023/12/01,389969.69,ARS,normal
S003225,E1115,01/01/2024,436344.04,ARS,normal
S003226,E1115,2024-02-01,449599.09,ARS,normal
S003227,E1115,2024-03-01,435387.11,ARS,normal
S003228,E1115,2024-04-01,417378.14,ARS,normal
S003229,E1115,01/05/2024,410447.33,ARS,normal
S003230,E1115,01/06/2024,412171.87,ARS,normal
S003231,E1115,Jul 2024,424575.48,ARS,normal
S003232,E1115,01/08/2024,424591.66,ARS,normal
S003233,E1115,Sep 2024,451210.95,ARS,normal
S003234,E1115,Oct 2024,431401.86,ARS,normal
S003235,E1115,01/11/2024,421714.68,ARS,normal
S003236,E1115,2024/12/01,425270.22,ARS,normal
S003237,E1115,2025/01/01,457037.78,ARS,normal
S003238,E1115,2025-02-01,476647.08,ARS,normal
S003239,E1115,2025-03-01,472441.44,ARS,normal
S003240,E1115,2025-04-01,448552.04,ARS,normal
S003241,E1115,01/05/2025,443931.17,ARS,normal
S003242,E1115,2025/06/01,447060.9,ARS,normal
S003243,E1115,2025-07-01,481899.49,ARS,normal
S003244,E1115,2025/08/01,480202.45,ARS,normal
S003245,E1115,2025-09-01,468575.0,ARS,normal
S003246,E1115,2025-10-01,476015.59,ARS,normal
S003247,E1115,01/11/2025,442790.11,ARS,normal
S003248,E1115,01/12/2025,450964.72,ARS,normal
S003249,E1117,01/01/2023,4739.35,USD,normal
S003250,E1117,01/02/2023,4956.67,USD,normal
S003251,E1117,Mar 2023,4669.27,USD,normal
S003252,E1117,2023/04/01,4263.36,USD,bonus
S003253,E1117,2023-05-01,A confirmar,USD,normal
S003254,E1117,01/06/2023,4704.23,USD,normal
S003255,E1117,01/07/2023,4676.99,USD,normal
S003256,E1117,2023-08-01,4983.54,USD,normal
S003257,E1117,2023/09/01,4142.22,USD,bonus
S003258,E1117,2023/10/01,4945.69,USD,normal
S003259,E1117,2023-11-01,4710.07,USD,normal
S003260,E1117,01/12/2023,4665.25,USD,normal
S003261,E1117,2024-01-01,5342.04,USD,normal
S003262,E1117,01/02/2024,5358.1,USD,normal
S003263,E1117,2024-03-01,5168.49,USD,normal
S003264,E1117,Apr 2024,5282.03,USD,normal
S003265,E1117,May 2024,5481.19,USD,normal
S003266,E1117,01/06/2024,5182.35,USD,normal
S003267,E1117,2024-07-01,5305.72,USD,normal
S003268,E1117,2024-08-01,5382.72,USD,normal
S003269,E1117,2024/09/01,5403.01,USD,normal
S003270,E1117,2024/10/01,5307.17,USD,normal
S003271,E1117,Nov 2024,5391.24,USD,normal
S003272,E1117,Dec 2024,5439.46,USD,normal
S003273,E1117,Jan 2025,6218.33,USD,normal
S003274,E1117,Feb 2025,6010.9,USD,normal
S003275,E1117,2025/03/01,6056.1,USD,normal
S003276,E1117,2025-04-01,5909.3,USD,normal
S003277,E1117,2025-05-01,6220.88,USD,normal
S003278,E1117,01/06/2025,6329.76,USD,normal
S003279,E1117,2025-07-01,A confirmar,USD,normal
S003280,E1117,Aug 2025,5897.56,USD,normal
S003281,E1117,01/09/2025,6070.02,USD,normal
S003282,E1117,01/10/2025,5918.42,USD,normal
S003283,E1117,2025-11-01,6250.1,USD,normal
S003284,E1117,2025/12/01,5743.04,USD,normal
S003285,E1118,2023/01/01,4168.05,USD,normal
S003286,E1118,Feb 2023,4245.75,USD,normal
S003287,E1118,Mar 2023,4036.11,USD,ajuste
S003288,E1118,Apr 2023,4227.75,USD,normal
S003289,E1118,2023-05-01,4086.24,USD,normal
S003290,E1118,2023-06-01,4249.33,USD,normal
S003291,E1118,2023-07-01,4042.23,USD,normal
S003292,E1118,Aug 2023,4278.61,USD,normal
S003293,E1118,Sep 2023,4087.91,USD,normal
S003294,E1118,Oct 2023,4224.9,USD,normal
S003295,E1118,01/11/2023,4212.16,USD,normal
S003296,E1118,2023/12/01,4068.36,USD,normal
S003297,E1118,2024-01-01,4529.99,USD,normal
S003298,E1118,Feb 2024,4433.79,USD,normal
S003299,E1118,2024/03/01,4366.07,USD,normal
S003300,E1118,01/04/2024,4318.81,USD,normal
S003301,E1118,01/05/2024,4516.42,USD,normal
S003302,E1118,01/06/2024,4191.71,USD,normal
S003303,E1118,2024-07-01,A confirmar,USD,normal
S003304,E1118,01/08/2024,4211.79,USD,normal
S003305,E1118,2024/09/01,4469.63,USD,normal
S003306,E1118,2024/10/01,4580.22,USD,normal
S003307,E1118,01/11/2024,4394.59,USD,normal
S003308,E1118,Dec 2024,4296.44,USD,normal
S003309,E1118,Jan 2025,4816.22,USD,normal
S003310,E1118,2025-02-01,4886.15,USD,normal
S003311,E1118,2025-03-01,4905.64,USD,normal
S003312,E1118,Apr 2025,4868.96,USD,normal
S003313,E1118,01/05/2025,4821.28,USD,normal
S003314,E1118,Jun 2025,5064.16,USD,normal
S003315,E1118,Jul 2025,4821.17,USD,normal
S003316,E1118,01/08/2025,4773.99,USD,normal
S003317,E1118,01/09/2025,4661.65,USD,normal
S003318,E1118,01/10/2025,5032.04,USD,normal
S003319,E1118,2025/11/01,5126.39,USD,normal
S003320,E1118,2025-12-01,5081.99,USD,normal
S003321,E1119,2023/01/01,2754.5,USD,normal
S003322,E1119,Feb 2023,2708.62,USD,normal
S003323,E1119,01/03/2023,2766.38,USD,normal
S003324,E1119,2023-04-01,2702.79,USD,normal
S003325,E1119,2023/05/01,2752.81,USD,normal
S003326,E1119,01/06/2023,2780.87,USD,normal
S003327,E1119,01/07/2023,2952.03,USD,normal
S003328,E1119,2023/08/01,2836.24,USD,normal
S003329,E1119,2023-09-01,2770.33,USD,ajuste
S003330,E1119,2023/10/01,2830.19,USD,normal
S003331,E1119,Nov 2023,2908.6,USD,normal
S003332,E1119,Dec 2023,2789.51,USD,normal
S003333,E1119,Jan 2024,3166.5,USD,normal
S003334,E1119,2024/02/01,3068.57,USD,normal
S003335,E1119,2024/03/01,3147.98,USD,normal
S003336,E1119,2024-04-01,3039.7,USD,normal
S003337,E1119,2024/05/01,3015.8,USD,normal
S003338,E1119,2024-06-01,3138.54,USD,normal
S003339,E1119,2024/07/01,3075.92,USD,normal
S003340,E1119,Aug 2024,3109.69,USD,normal
S003341,E1119,Sep 2024,2911.98,USD,normal
S003342,E1119,2024/10/01,3147.07,USD,normal
S003343,E1119,2024-11-01,2948.0,USD,normal
S003344,E1119,2024-12-01,3139.51,USD,normal
S003345,E1119,2025-01-01,3600.9,USD,normal
S003346,E1119,2025-02-01,3619.44,USD,normal
S003347,E1119,01/03/2025,3646.81,USD,normal
S003348,E1119,01/04/2025,3439.26,USD,normal
S003349,E1119,May 2025,3382.57,USD,normal
S003350,E1119,2025-06-01,3486.02,USD,normal
S003351,E1119,Jul 2025,3578.08,USD,normal
S003352,E1119,2025-08-01,3569.58,USD,normal
S003353,E1119,01/09/2025,3396.82,USD,normal
S003354,E1119,Oct 2025,3535.4,USD,normal
S003355,E1119,Nov 2025,3510.19,USD,normal
S003356,E1119,2025-12-01,3560.09,USD,normal
S003357,E1120,2024/04/01,3756.56,USD,normal
S003358,E1120,2024/05/01,3879.5,USD,normal
S003359,E1120,01/06/2024,3748.58,USD,normal
S003360,E1120,01/07/2024,3797.03,USD,normal
S003361,E1120,Aug 2024,3585.38,USD,normal
S003362,E1120,2024/09/01,3900.07,USD,ajuste
S003363,E1120,2024-10-01,3833.73,USD,normal
S003364,E1120,2024/11/01,3672.98,USD,normal
S003365,E1120,2024/12/01,3626.32,USD,normal
S003366,E1120,01/01/2025,3830.37,USD,normal
S003367,E1120,2025/02/01,3840.07,USD,normal
S003368,E1120,01/03/2025,3913.51,USD,normal
S003369,E1120,2025-04-01,3878.43,USD,normal
S003370,E1120,2025/05/01,4132.25,USD,normal
S003371,E1120,Jun 2025,3910.19,USD,normal
S003372,E1120,2025-07-01,4160.1,USD,ajuste
S003373,E1120,01/08/2025,A confirmar,USD,normal
S003374,E1120,2025/09/01,3943.95,USD,normal
S003375,E1120,Oct 2025,3881.77,USD,normal
S003376,E1120,Nov 2025,4007.3,USD,normal
S003377,E1120,2025-12-01,4005.75,USD,normal
S003378,E1121,2023-01-01,4460.27,USD,normal
S003379,E1121,2023/02/01,4547.61,USD,normal
S003380,E1121,01/03/2023,4324.76,USD,normal
S003381,E1121,01/04/2023,4562.78,USD,normal
S003382,E1121,2023/05/01,4257.12,USD,normal
S003383,E1121,2023/06/01,4517.15,USD,ajuste
S003384,E1121,2023-07-01,4506.98,USD,normal
S003385,E1121,2023-08-01,4504.5,USD,normal
S003386,E1121,Sep 2023,4457.03,USD,normal
S003387,E1121,2023/10/01,4348.51,USD,normal
S003388,E1121,2023-11-01,4485.82,USD,normal
S003389,E1121,2023/12/01,4008.18,USD,bonus
S003390,E1121,01/01/2024,4558.42,USD,normal
S003391,E1121,01/02/2024,4830.53,USD,normal
S003392,E1121,2024/03/01,4601.18,USD,normal
S003393,E1121,2024/04/01,4444.13,USD,normal
S003394,E1121,01/05/2024,4698.72,USD,normal
S003395,E1121,2024-06-01,4692.09,USD,normal
S003396,E1121,01/07/2024,4481.06,USD,normal
S003397,E1121,2024/08/01,4038.57,USD,bonus
S003398,E1121,2024/09/01,4870.64,USD,normal
S003399,E1121,Oct 2024,4666.5,USD,normal
S003400,E1121,01/11/2024,4823.53,USD,normal
S003401,E1121,2024-12-01,4725.25,USD,normal
S003402,E1121,2025/01/01,A confirmar,USD,normal
S003403,E1121,01/02/2025,5195.93,USD,normal
S003404,E1121,Mar 2025,4978.22,USD,normal
S003405,E1121,01/04/2025,5177.89,USD,normal
S003406,E1121,2025-05-01,A confirmar,USD,normal
S003407,E1121,2025-06-01,5277.54,USD,normal
S003408,E1121,2025-07-01,5460.55,USD,normal
S003409,E1121,2025-08-01,5008.34,USD,normal
S003410,E1121,2025/09/01,5068.25,USD,normal
S003411,E1121,2025/10/01,5001.08,USD,normal
S003412,E1121,Nov 2025,5391.77,USD,normal
S003413,E1121,2025-12-01,5174.44,USD,normal
S003414,E1122,2023/01/01,4710.61,USD,normal
S003415,E1122,01/02/2023,4459.72,USD,normal
S003416,E1122,01/03/2023,4630.53,USD,normal
S003417,E1122,Apr 2023,4283.4,USD,normal
S003418,E1122,2023-05-01,4313.51,USD,normal
S003419,E1122,2023/06/01,4635.62,USD,normal
S003420,E1122,2023/07/01,4580.06,USD,normal
S003421,E1122,2023/08/01,4691.94,USD,normal
S003422,E1122,2023-09-01,4411.57,USD,normal
S003423,E1122,Oct 2023,4431.75,USD,normal
S003424,E1122,2023-11-01,4335.63,USD,normal
S003425,E1122,2023-12-01,4326.41,USD,bonus
S003426,E1122,2024/01/01,5278.89,USD,normal
S003427,E1122,2024/02/01,5385.05,USD,normal
S003428,E1122,Mar 2024,5384.81,USD,ajuste
S003429,E1122,2024-04-01,5034.48,USD,normal
S003430,E1122,01/05/2024,5065.96,USD,normal
S003431,E1122,01/06/2024,5210.68,USD,normal
S003432,E1122,Jul 2024,5346.4,USD,normal
S003433,E1122,2024/08/01,5141.23,USD,normal
S003434,E1122,2024/09/01,5031.0,USD,normal
S003435,E1122,01/10/2024,5357.82,USD,normal
S003436,E1122,01/11/2024,5169.49,USD,normal
S003437,E1122,01/12/2024,A confirmar,USD,normal
S003438,E1122,Jan 2025,5645.93,USD,normal
S003439,E1122,2025-02-01,A confirmar,USD,normal
S003440,E1122,2025-03-01,5869.56,USD,normal
S003441,E1122,2025-04-01,5443.71,USD,normal
S003442,E1122,01/05/2025,5899.44,USD,normal
S003443,E1122,2025/06/01,5905.89,USD,normal
S003444,E1122,Jul 2025,5740.18,USD,normal
S003445,E1122,2025/08/01,5335.02,USD,bonus
S003446,E1122,Sep 2025,5459.44,USD,normal
S003447,E1122,01/10/2025,5485.8,USD,normal
S003448,E1122,Nov 2025,5934.87,USD,normal
S003449,E1122,Dec 2025,5827.36,USD,normal
S003450,E1123,01/01/2023,6205.86,USD,normal
S003451,E1123,01/02/2023,5669.96,USD,normal
S003452,E1123,Mar 2023,5647.18,USD,normal
S003453,E1123,Apr 2023,5797.34,USD,normal
S003454,E1123,2023-05-01,5661.22,USD,normal
S003455,E1123,01/06/2023,5638.92,USD,normal
S003456,E1123,01/07/2023,5929.85,USD,normal
S003457,E1123,2023-08-01,6083.96,USD,normal
S003458,E1123,2023-09-01,5944.0,USD,normal
S003459,E1123,Oct 2023,5906.49,USD,normal
S003460,E1123,01/11/2023,6192.98,USD,normal
S003461,E1123,2023-12-01,5681.09,USD,normal
S003462,E1123,2024-01-01,6376.78,USD,normal
S003463,E1123,Feb 2024,6827.55,USD,normal
S003464,E1123,2024-03-01,6897.87,USD,normal
S003465,E1123,Apr 2024,6451.04,USD,normal
S003466,E1123,01/05/2024,6678.37,USD,normal
S003467,E1123,01/06/2024,6800.56,USD,normal
S003468,E1123,2024/07/01,6962.89,USD,normal
S003469,E1123,Aug 2024,A confirmar,USD,normal
S003470,E1123,Sep 2024,6594.52,USD,normal
S003471,E1123,Oct 2024,6911.94,USD,normal
S003472,E1123,01/11/2024,6508.39,USD,ajuste
S003473,E1123,Dec 2024,6450.84,USD,normal
S003474,E1123,Jan 2025,6842.76,USD,normal
S003475,E1123,Feb 2025,6820.52,USD,normal
S003476,E1123,2025/03/01,7068.87,USD,normal
S003477,E1123,Apr 2025,6791.16,USD,normal
S003478,E1123,01/05/2025,6998.95,USD,normal
S003479,E1123,2025/06/01,7271.95,USD,normal
S003480,E1123,01/07/2025,7346.03,USD,normal
S003481,E1123,2025/08/01,7294.46,USD,normal
S003482,E1123,Sep 2025,6865.92,USD,normal
S003483,E1123,01/10/2025,7082.82,USD,normal
S003484,E1123,Nov 2025,6752.98,USD,ajuste
S003485,E1123,01/12/2025,6778.79,USD,normal
S003486,E1124,2023/01/01,2877.83,USD,normal
S003487,E1124,2023/02/01,2768.14,USD,normal
S003488,E1124,Mar 2023,2719.55,USD,normal
S003489,E1124,Apr 2023,2859.22,USD,ajuste
S003490,E1124,2023/05/01,2708.32,USD,normal
S003491,E1124,01/06/2023,A confirmar,USD,normal
S003492,E1124,01/07/2023,2739.21,USD,normal
S003493,E1124,01/08/2023,2919.59,USD,normal
S003494,E1124,2023-09-01,2899.02,USD,normal
S003495,E1124,2023-10-01,2678.65,USD,normal
S003496,E1124,Nov 2023,2718.81,USD,normal
S003497,E1124,01/12/2023,2899.24,USD,normal
S003498,E1124,2024/01/01,A confirmar,USD,normal
S003499,E1124,2024/02/01,1633.81,USD,bonus
S003500,E1124,01/03/2024,3117.58,USD,normal
S003501,E1124,2024-04-01,3005.76,USD,normal
S003502,E1124,May 2024,2824.72,USD,normal
S003503,E1124,2024/06/01,2852.55,USD,normal
S003504,E1124,2024/07/01,3014.47,USD,normal
S003505,E1124,01/08/2024,3045.77,USD,normal
S003506,E1124,2024-09-01,3003.96,USD,normal
S003507,E1124,2024/10/01,2905.39,USD,normal
S003508,E1124,2024-11-01,2823.6,USD,normal
S003509,E1124,01/12/2024,2921.07,USD,normal
S003510,E1124,2025/01/01,$3341.23,USD,normal
S003511,E1124,2025-02-01,3272.93,USD,normal
S003512,E1124,2025-03-01,1686.85,USD,bonus
S003513,E1124,01/04/2025,3161.88,USD,normal
S003514,E1124,May 2025,3443.63,USD,normal
S003515,E1124,01/06/2025,3278.57,USD,normal
S003516,E1124,2025-07-01,3154.09,USD,normal
S003517,E1124,Aug 2025,3356.6,USD,normal
S003518,E1124,01/09/2025,3129.61,USD,ajuste
S003519,E1124,01/10/2025,3381.42,USD,normal
S003520,E1124,2025-11-01,3437.86,USD,normal
S003521,E1124,2025/12/01,3317.09,USD,ajuste
S003522,E1125,2023/01/01,2274.66,USD,normal
S003523,E1125,01/02/2023,2434.79,USD,normal
S003524,E1125,01/03/2023,2436.44,USD,normal
S003525,E1125,Apr 2023,2367.05,USD,normal
S003526,E1125,01/05/2023,2491.58,USD,normal
S003527,E1125,Jun 2023,1819.13,USD,bonus
S003528,E1125,2023-07-01,2437.83,USD,normal
S003529,E1125,Aug 2023,2338.85,USD,normal
S003530,E1125,2023/09/01,2488.02,USD,normal
S003531,E1125,01/10/2023,2345.5,USD,normal
S003532,E1125,Nov 2023,2360.0,USD,normal
S003533,E1125,2023/12/01,2436.75,USD,ajuste
S003534,E1125,01/01/2024,2831.47,USD,normal
S003535,E1125,2024-02-01,2600.46,USD,normal
S003536,E1125,01/03/2024,2666.73,USD,normal
S003537,E1125,2024-04-01,2711.79,USD,normal
S003538,E1125,2024-05-01,2799.22,USD,normal
